Time (year),Global yearly mean SAOD at 550nm,Global yearly mean TOA ERF (W/m2)
2015,0.00680421105876016,-0.0848861419335552
2016,0.0068427347720266,-0.0856802973717711
2017,0.00688125848529303,-0.0864744222167601
2018,0.00691978219855947,-0.0872685164697013
2019,0.0069583059118259,-0.0880625801317735
2020,0.00699682962509234,-0.0888566132041534
2021,0.00703535333835878,-0.0896506156880178
2022,0.00707387705162521,-0.09044458758455
2023,0.00711240076489165,-0.0912385288949246
2024,0.00715092447815808,-0.0920324396203203
2025,0.00717179148951086,-0.0924624618267066
2026,0.00717179148951086,-0.0924624618267066
2027,0.00717179148951086,-0.0924624618267066
2028,0.00717179148951086,-0.0924624618267066
2029,0.00717179148951086,-0.0924624618267066
2030,0.00717179148951086,-0.0924624618267066
2031,0.00717179148951086,-0.0924624618267066
2032,0.00717179148951086,-0.0924624618267066
2033,0.00717179148951086,-0.0924624618267066
2034,0.00717179148951086,-0.0924624618267066
2035,0.00717179148951086,-0.0924624618267066
2036,0.00717179148951086,-0.0924624618267066
2037,0.00717179148951086,-0.0924624618267066
2038,0.00717179148951086,-0.0924624618267066
2039,0.00717179148951086,-0.0924624618267066
2040,0.00717179148951086,-0.0924624618267066
2041,0.00717179148951086,-0.0924624618267066
2042,0.00717179148951086,-0.0924624618267066
2043,0.00717179148951086,-0.0924624618267066
2044,0.00717179148951086,-0.0924624618267066
2045,0.00717179148951086,-0.0924624618267066
2046,0.00717179148951086,-0.0924624618267066
2047,0.00717179148951086,-0.0924624618267066
2048,0.00717179148951086,-0.0924624618267066
2049,0.00717179148951086,-0.0924624618267066
2050,0.00717179148951086,-0.0924624618267066
2051,0.00717179148951086,-0.0924624618267066
2052,0.00717179148951086,-0.0924624618267066
2053,0.00717179148951086,-0.0924624618267066
2054,0.00717179148951086,-0.0924624618267066
2055,0.00717179148951086,-0.0924624618267066
2056,0.00717179148951086,-0.0924624618267066
2057,0.00717179148951086,-0.0924624618267066
2058,0.00717179148951086,-0.0924624618267066
2059,0.00717179148951086,-0.0924624618267066
2060,0.00717179148951086,-0.0924624618267066
2061,0.00717179148951086,-0.0924624618267066
2062,0.00717179148951086,-0.0924624618267066
2063,0.00717179148951086,-0.0924624618267066
2064,0.00717179148951086,-0.0924624618267066
2065,0.00717179148951086,-0.0924624618267066
2066,0.00717179148951086,-0.0924624618267066
2067,0.00717179148951086,-0.0924624618267066
2068,0.00717179148951086,-0.0924624618267066
2069,0.00717179148951086,-0.0924624618267066
2070,0.00717179148951086,-0.0924624618267066
2071,0.00717179148951086,-0.0924624618267066
2072,0.00717179148951086,-0.0924624618267066
2073,0.00717179148951086,-0.0924624618267066
2074,0.00717179148951086,-0.0924624618267066
2075,0.00717179148951086,-0.0924624618267066
2076,0.00717179148951086,-0.0924624618267066
2077,0.00717179148951086,-0.0924624618267066
2078,0.00717179148951086,-0.0924624618267066
2079,0.00717179148951086,-0.0924624618267066
2080,0.00717179148951086,-0.0924624618267066
2081,0.00717179148951086,-0.0924624618267066
2082,0.00717179148951086,-0.0924624618267066
2083,0.00717179148951086,-0.0924624618267066
2084,0.00717179148951086,-0.0924624618267066
2085,0.00717179148951086,-0.0924624618267066
2086,0.00717179148951086,-0.0924624618267066
2087,0.00717179148951086,-0.0924624618267066
2088,0.00717179148951086,-0.0924624618267066
2089,0.00717179148951086,-0.0924624618267066
2090,0.00717179148951086,-0.0924624618267066
2091,0.00717179148951086,-0.0924624618267066
2092,0.00717179148951086,-0.0924624618267066
2093,0.00717179148951086,-0.0924624618267066
2094,0.00717179148951086,-0.0924624618267066
2095,0.00717179148951086,-0.0924624618267066
2096,0.00717179148951086,-0.0924624618267066
2097,0.00717179148951086,-0.0924624618267066
2098,0.00717179148951086,-0.0924624618267066
2099,0.00717179148951086,-0.0924624618267066
2100,0.00717179148951086,-0.0924624618267066
