Time (year),Global yearly mean SAOD at 550nm,Global yearly mean TOA ERF (W/m2)
2015,0.00699198247666842,-0.0887567076908408
2016,0.00737716111530188,-0.0966941895503516
2017,0.00776233975393533,-0.104628614650144
2018,0.00814751839256879,-0.112559984167386
2019,0.00853269703120224,-0.1204882992788
2020,0.0089178756698357,-0.128413561160649
2021,0.00930305430846915,-0.136335770988746
2022,0.00968823294710261,-0.144254929938453
2023,0.0100734115857361,-0.152171039184673
2024,0.0104585902243695,-0.160084099901862
2025,0.0106672286536306,-0.164369068672292
2026,0.0106672286536306,-0.164369068672292
2027,0.0106672286536306,-0.164369068672292
2028,0.0106672286536306,-0.164369068672292
2029,0.0106672286536306,-0.164369068672292
2030,0.0106672286536306,-0.164369068672292
2031,0.0106672286536306,-0.164369068672292
2032,0.0106672286536306,-0.164369068672292
2033,0.0106672286536306,-0.164369068672292
2034,0.0106672286536306,-0.164369068672292
2035,0.0106672286536306,-0.164369068672292
2036,0.0106672286536306,-0.164369068672292
2037,0.0106672286536306,-0.164369068672292
2038,0.0106672286536306,-0.164369068672292
2039,0.0106672286536306,-0.164369068672292
2040,0.0106672286536306,-0.164369068672292
2041,0.0106672286536306,-0.164369068672292
2042,0.0106672286536306,-0.164369068672292
2043,0.0106672286536306,-0.164369068672292
2044,0.0106672286536306,-0.164369068672292
2045,0.0106672286536306,-0.164369068672292
2046,0.0106672286536306,-0.164369068672292
2047,0.0106672286536306,-0.164369068672292
2048,0.0106672286536306,-0.164369068672292
2049,0.0106672286536306,-0.164369068672292
2050,0.0106672286536306,-0.164369068672292
2051,0.0106672286536306,-0.164369068672292
2052,0.0106672286536306,-0.164369068672292
2053,0.0106672286536306,-0.164369068672292
2054,0.0106672286536306,-0.164369068672292
2055,0.0106672286536306,-0.164369068672292
2056,0.0106672286536306,-0.164369068672292
2057,0.0106672286536306,-0.164369068672292
2058,0.0106672286536306,-0.164369068672292
2059,0.0106672286536306,-0.164369068672292
2060,0.0106672286536306,-0.164369068672292
2061,0.0106672286536306,-0.164369068672292
2062,0.0106672286536306,-0.164369068672292
2063,0.0106672286536306,-0.164369068672292
2064,0.0106672286536306,-0.164369068672292
2065,0.0106672286536306,-0.164369068672292
2066,0.0106672286536306,-0.164369068672292
2067,0.0106672286536306,-0.164369068672292
2068,0.0106672286536306,-0.164369068672292
2069,0.0106672286536306,-0.164369068672292
2070,0.0106672286536306,-0.164369068672292
2071,0.0106672286536306,-0.164369068672292
2072,0.0106672286536306,-0.164369068672292
2073,0.0106672286536306,-0.164369068672292
2074,0.0106672286536306,-0.164369068672292
2075,0.0106672286536306,-0.164369068672292
2076,0.0106672286536306,-0.164369068672292
2077,0.0106672286536306,-0.164369068672292
2078,0.0106672286536306,-0.164369068672292
2079,0.0106672286536306,-0.164369068672292
2080,0.0106672286536306,-0.164369068672292
2081,0.0106672286536306,-0.164369068672292
2082,0.0106672286536306,-0.164369068672292
2083,0.0106672286536306,-0.164369068672292
2084,0.0106672286536306,-0.164369068672292
2085,0.0106672286536306,-0.164369068672292
2086,0.0106672286536306,-0.164369068672292
2087,0.0106672286536306,-0.164369068672292
2088,0.0106672286536306,-0.164369068672292
2089,0.0106672286536306,-0.164369068672292
2090,0.0106672286536306,-0.164369068672292
2091,0.0106672286536306,-0.164369068672292
2092,0.0106672286536306,-0.164369068672292
2093,0.0106672286536306,-0.164369068672292
2094,0.0106672286536306,-0.164369068672292
2095,0.0106672286536306,-0.164369068672292
2096,0.0106672286536306,-0.164369068672292
2097,0.0106672286536306,-0.164369068672292
2098,0.0106672286536306,-0.164369068672292
2099,0.0106672286536306,-0.164369068672292
2100,0.0106672286536306,-0.164369068672292
