Time (year),Global yearly mean SAOD at 550nm,Global yearly mean TOA ERF (W/m2)
2015,0.00361393199054766,-1.25284528322722e-05
2016,0.0036433236947837,-0.000620927421298723
2017,0.00412095212504584,-0.0105051786675255
2018,0.00479941462906186,-0.024537464402707
2019,0.0050570125110903,-0.0298627338433232
2020,0.0071005449328136,-0.0720596993899582
2021,0.023240693509584,-0.402325283272481
2022,0.134844719281483,-2.54579330397825
2023,0.0861816354269935,-1.64050520968405
2024,0.0361701968920968,-0.663074823654396
2025,0.0136290289371072,-0.20629023996137
2026,0.00644011664805716,-0.0584319245705243
2027,0.00452926271808642,-0.018951194151597
2028,0.00523902394933156,-0.0336245928947073
2029,0.00783773805929903,-0.0872608714049314
2030,0.00652895219965057,-0.0602655482095679
2031,0.0107894685853335,-0.148014414561365
2032,0.0109715801332666,-0.151756827690759
2033,0.00861998216621419,-0.103378760231993
2034,0.00525105272300892,-0.0338731825520935
2035,0.0040898172522195,-0.00986100384932381
2036,0.00672450061477794,-0.0643012209726993
2037,0.0113001507833589,-0.158507268249089
2038,0.00876104029032616,-0.106283876087205
2039,0.00872528017880057,-0.105547429334258
2040,0.00707190724342429,-0.0714689543841442
2041,0.00475438978508226,-0.0236065339704941
2042,0.00908161822073876,-0.112884708884524
2043,0.00957551408671556,-0.123050089492825
2044,0.00580444375953887,-0.045306468062022
2045,0.00445009967901642,-0.0173139546733995
2046,0.00394857058096509,-0.00693838418803767
2047,0.00377636634232785,-0.00337464443067385
2048,0.0511660009098349,-0.961302952799823
2049,0.116917028410936,-2.21739538575299
2050,0.054811327226431,-1.03312595592518
2051,0.0180884582409913,-0.297477018199567
2052,0.00717155098814977,-0.0735243560600535
2053,0.00453958434341165,-0.0191646550870693
2054,0.00407824751680138,-0.009621623030592
2055,0.00385296651028555,-0.00495994869100467
2056,0.00397162046308697,-0.00741535132198192
2057,0.00427295994729512,-0.013649904701221
2058,0.00441229066748589,-0.0165319479748737
2059,0.0042176740953003,-0.0125062105967788
2060,0.00417006273574486,-0.0115212274436644
2061,0.00430276961277767,-0.0142665486865952
2062,0.00530480460742435,-0.034983995957676
2063,0.00465316155720605,-0.021513393360387
2064,0.00414928349093308,-0.0110913320120293
2065,0.00533063901289309,-0.0355178574641151
2066,0.00483959308998868,-0.0253681559782706
2067,0.00610785859859718,-0.0515724579305879
2068,0.00648268852648228,-0.0593106561923744
2069,0.00607440056983437,-0.0508815906905168
2070,0.00716966612513362,-0.0734854779423181
2071,0.00799115598475059,-0.0904229925106817
2072,0.00672237636136516,-0.0642573854725838
2073,0.00630915491107834,-0.0557284919421471
2074,0.00651564130473924,-0.0599908130448029
2075,0.00471909623846787,-0.0228767778361181
2076,0.00399673829420163,-0.00793509764103758
2077,0.00381478945004516,-0.0041698578187119
2078,0.00375836550844618,-0.00300208456255244
2079,0.00406137036546527,-0.00927242543679918
2080,0.00457252778576447,-0.0198459417720386
2081,0.00480516336388078,-0.0246563218124422
2082,0.00536664108016531,-0.0362618081483945
2083,0.0044909099104768,-0.0181580026551171
2084,0.00466195298006918,-0.0216951858812057
2085,0.00465655659619324,-0.021583597509439
2086,0.00540985364730756,-0.0371547220297289
2087,0.00486696253641294,-0.0259340014633929
2088,0.0046403391154781,-0.0212482429709163
2089,0.00528576004731092,-0.0345904360705657
2090,0.00465306248064262,-0.021511344606895
2091,0.0305215753668596,-0.549573555740727
2092,0.0718236043303621,-1.36487436786169
2093,0.0369562492053249,-0.678818706470837
2094,0.0146685305378712,-0.22758241551994
2095,0.011795230017104,-0.168674417750745
2096,0.0131640009016488,-0.196757874135512
2097,0.00759378546460956,-0.0822317267993562
2098,0.00521390491365907,-0.0331054669536918
2099,0.00417850645677901,-0.0116959144495348
2100,0.00441974920998765,-0.016686215925114
