Time (year),Global yearly mean SAOD at 550nm,Global yearly mean TOA ERF (W/m2)
2015,0.00386988870233032,-0.0243059149698713
2016,0.00695752586985206,-0.0880465019491514
2017,0.0106325546278818,-0.163657003331597
2018,0.0100625305773605,-0.151947456869253
2019,0.00660713692260796,-0.0808230358248853
2020,0.00612578940152691,-0.0708956570385403
2021,0.00688967678560372,-0.0866479523351218
2022,0.00652170945463898,-0.0790615165052342
2023,0.00514378269164728,-0.0506277881920986
2024,0.00600515347019818,-0.0684068957096469
2025,0.0065395695654879,-0.0794298054635084
2026,0.00630913185195281,-0.0746775008820175
2027,0.0052609690554948,-0.0530474712576339
2028,0.00499304646853145,-0.0475149452119749
2029,0.00485344449624857,-0.0446316163112652
2030,0.00587674196171619,-0.0657573916069687
2031,0.00501423889180856,-0.0479526167793029
2032,0.00430009672888308,-0.0331988514763106
2033,0.00479936778016157,-0.0435146116178078
2034,0.00444942784207872,-0.0362848174769087
2035,0.00414876746562187,-0.0300711230320889
2036,0.00431274137633242,-0.0334601742385697
2037,0.00527159801202348,-0.0532669256522241
2038,0.00638043847175919,-0.0761481704769839
2039,0.00506431383593484,-0.0489867410060379
2040,0.00424352937874036,-0.0320297522333007
2041,0.00408014670485782,-0.0286526881211269
2042,0.00507135717835772,-0.0491321926515664
2043,0.00490215100477482,-0.0456376426873438
2044,0.0414707165646641,-0.78729473152332
2045,0.179954289798124,-3.36245449191115
2046,0.10364655506717,-1.98767972412148
2047,0.107632783571601,-2.06212283638602
2048,0.133127338304372,-2.53128131123546
2049,0.110994644675727,-2.12467558494486
2050,0.0430030034742571,-0.817783344524135
2051,0.0144337253006648,-0.241570972095983
2052,0.00745177599339042,-0.0982314453498288
2053,0.0051229287918211,-0.0501971637624369
2054,0.00553800353081075,-0.0587665966842755
2055,0.00607574320430792,-0.0698632229796563
2056,0.00523724399662206,-0.0525576152824395
2057,0.0067663378809709,-0.0841053672761473
2058,0.00646126557541698,-0.0778150693204203
2059,0.00461543405279093,-0.0397148378233783
2060,0.00569255439030462,-0.0619564705425474
2061,0.00671087625634047,-0.0829619445588579
2062,0.00501439971546335,-0.0479559381167757
2063,0.00404990367572524,-0.0280275145086401
2064,0.00372788940466601,-0.0213697724709243
2065,0.00396899602500088,-0.0263549261173142
2066,0.00502464862202549,-0.0481675979020407
2067,0.00446795079327105,-0.0366675669198528
2068,0.0041737888838589,-0.030588307497077
2069,0.00503940678156216,-0.0484723786903467
2070,0.00569992112091084,-0.0621085048894708
2071,0.00422711113986524,-0.0316904177750807
2072,0.003763031621274,-0.0220964526048858
2073,0.0042082198339191,-0.0312999627272825
2074,0.00462754487566651,-0.0399650493624004
2075,0.00439029291635972,-0.0350628340839209
2076,0.00421513880062175,-0.0314429682799019
2077,0.00583527990288241,-0.0649018356895173
2078,0.00527912747217722,-0.053422383820954
2079,0.00511466109224172,-0.0500264366904527
2080,0.00457312423677889,-0.0388406864669511
2081,0.00477964549882181,-0.0431072145840999
2082,0.00473497873698339,-0.0421845174669394
2083,0.00728183968325649,-0.0947301593300324
2084,0.00650701951174592,-0.0787585938715579
2085,0.00485970252199949,-0.044760877734045
2086,0.00420009288445134,-0.0311319885639559
2087,0.0329404358523521,-0.616707220573031
2088,0.0369507591721889,-0.697086436896489
2089,0.016804890969576,-0.290023829069413
2090,0.00724237509333788,-0.093916964759519
2091,0.231504580122846,-4.2335641182621
2092,0.262679752836611,-4.73898881557606
2093,0.125827989451868,-2.39817629634552
2094,0.0375287864141541,-0.708645324856741
2095,0.0130515007429313,-0.21327327670155
2096,0.00640281838253706,-0.0766097252760285
2097,0.00582078760060992,-0.0646027834425244
2098,0.00577300780028274,-0.0636168047291017
2099,0.00494031507980051,-0.0464258822806423
2100,0.00457789262280386,-0.0389392066153899
