Time (year),Global yearly mean SAOD at 550nm,Global yearly mean TOA ERF (W/m2)
2015,0.00365698820071962,-0.000879091766770845
2016,0.00423480756162686,-0.0128359897850484
2017,0.00404326883853351,-0.00887321730603394
2018,0.00501532693448527,-0.0289764222849823
2019,0.00750259864491465,-0.08032698657907
2020,0.00572155189333447,-0.0435696613991427
2021,0.00494296963433194,-0.0274806687138018
2022,0.00540718078349051,-0.037074855632025
2023,0.00474748930572539,-0.0234392028411265
2024,0.00413777402796392,-0.0108285437664559
2025,0.00432816034965864,-0.0147671040830161
2026,0.00395952519390556,-0.00714039438235069
2027,0.0038123362151655,-0.00409440934757298
2028,0.00381221088491552,-0.00409181552438994
2029,0.00706814122427494,-0.0713666703302219
2030,0.00560081444051164,-0.041075506049697
2031,0.0198541817166726,-0.333446161445017
2032,0.037820515712873,-0.696091016004148
2033,0.0171370265830301,-0.278031824546343
2034,0.00907647840472389,-0.112754347511448
2035,0.00582413084751831,-0.0456884677461216
2036,0.00492617250775635,-0.0271334268736322
2037,0.00427173809280429,-0.0135999636334332
2038,0.00390788993173132,-0.00607188556535045
2039,0.00501169888923845,-0.0289014267401007
2040,0.00582762494919552,-0.0457606358846062
2041,0.00534603791819453,-0.0358114265588582
2042,0.0044999740419249,-0.0183208050262699
2043,0.00405403112044,-0.00909589984714283
2044,0.00416639521550406,-0.0114206839488369
2045,0.00638940993702299,-0.0573606188411378
2046,0.0197417003732852,-0.331155175264899
2047,0.0127747121182201,-0.188750181657742
2048,0.00850916134099088,-0.101071538142317
2049,0.0103440507167976,-0.138833637897312
2050,0.012849276751227,-0.190279538454289
2051,0.0110012819702882,-0.152342639283477
2052,0.0120991073662231,-0.174888001661007
2053,0.0134666055211556,-0.202936871688446
2054,0.00809093112823066,-0.0924546421115533
2055,0.00543450909401839,-0.0376395307509389
2056,0.00471421489162265,-0.0227511909484098
2057,0.00495046983880709,-0.0276357162543579
2058,0.00604871518322853,-0.0503265817377747
2059,0.00640214425982249,-0.057623487200721
2060,0.00799344985947161,-0.0904456945282693
2061,0.00599182008200664,-0.0491516830557712
2062,0.00703344322130238,-0.0706508855315514
2063,0.00576487054625439,-0.0444644507548712
2064,0.00502693104653271,-0.029216289766987
2065,0.00466378179658402,-0.0217083469973816
2066,0.00448655612842007,-0.0180432981819202
2067,0.00525444836236762,-0.0339187160309577
2068,0.00473999749105661,-0.0232842972993854
2069,0.0041830561004966,-0.0117653711180754
2070,0.00447701292756976,-0.0178459251733534
2071,0.00452165870245661,-0.0187692753563577
2072,0.00767386610645548,-0.0838581632374186
2073,0.00539550896859386,-0.0368336803870426
2074,0.0046692361119528,-0.0218211326137614
2075,0.00435584173574469,-0.0153396920760377
2076,0.00498611044056439,-0.0283724786277706
2077,0.0235278453863393,-0.408128766978871
2078,0.0197743683602814,-0.331820573554089
2079,0.00962800347206991,-0.124105599018795
2080,0.0098701429169865,-0.129087231518507
2081,0.00629826754096105,-0.0554791134857457
2082,0.00619113306052983,-0.0532672549857765
2083,0.00485462791469049,-0.0256543421375259
2084,0.00430880394744512,-0.0143667085201077
2085,0.00485397826182205,-0.0256409109852038
2086,0.00442448265167011,-0.0167594573776265
2087,0.0043676561025806,-0.0155840667972229
2088,0.00429045781374294,-0.0139872036448149
2089,0.0639101798411889,-1.21123706883713
2090,0.296638166651282,-5.25770686434075
2091,0.208438713116632,-3.83383563834476
2092,0.0790076645990126,-1.50325842933985
2093,0.0255398930318087,-0.448915932095659
2094,0.0101984043427937,-0.135838760480158
2095,0.00540596016021034,-0.0370496339691631
2096,0.00417543272021397,-0.0116076562369652
2097,0.00382426523369638,-0.00434128971635497
2098,0.00410078418463538,-0.0100632404015545
2099,0.0231180621879454,-0.399811795122327
2100,0.0623362478216629,-1.18053892878331
