Time (year),Global yearly mean SAOD at 550nm,Global yearly mean TOA ERF (W/m2)
2015,0.00424377582049701,-0.0320348456835681
2016,0.00825782224752106,-0.114830732926259
2017,0.0070167393816818,-0.0892669719669283
2018,0.00547641335191286,-0.0574952602757751
2019,0.00519024807967932,-0.0515872469935516
2020,0.0044374768091634,-0.0360378632609349
2021,0.00392840330990209,-0.025515709699854
2022,0.0042186853016741,-0.031516269209183
2023,0.0101511343299351,-0.153768010777528
2024,0.00798948051086353,-0.109306131648342
2025,0.00560592543096019,-0.0601685408665613
2026,0.00442843518011402,-0.0358510265359509
2027,0.0108002082788562,-0.167099707613617
2028,0.0225218432575002,-0.406373788558835
2029,0.0173566000082715,-0.301281091750146
2030,0.0107210622434215,-0.165474545647783
2031,0.0061725627091676,-0.0718605259170934
2032,0.00522030401619604,-0.0522078450500544
2033,0.00738966435481238,-0.0969517960071478
2034,0.0110408649005814,-0.172040491492178
2035,0.00683516842549185,-0.0855243216952421
2036,0.00652908644611954,-0.0792136364316531
2037,0.03458978145453,-0.649804209506533
2038,0.180045349249366,-3.36403316741325
2039,0.0925938876434349,-1.7797114866416
2040,0.0317345203801186,-0.592473858320426
2041,0.0121487424076587,-0.194770362816386
2042,0.00648161021083498,-0.0782346158865829
2043,0.00500709397570781,-0.0478050591062972
2044,0.00495364332942992,-0.0467011564377568
2045,0.00609109001265947,-0.0701798273056016
2046,0.00837721329074718,-0.117288271053101
2047,0.0093850975023253,-0.138022810473482
2048,0.0713189906994254,-1.37287190855783
2049,0.134357686996142,-2.55362142462255
2050,0.0615569220516224,-1.18327523517315
2051,0.0309054333386094,-0.575796056240098
2052,0.016026751119414,-0.274135832530016
2053,0.0102997336016272,-0.156820939050067
2054,0.0061148896859357,-0.0706708044428876
2055,0.00462478793022413,-0.0399080906946872
2056,0.00428949050620944,-0.03297965361895
2057,0.00394583954778316,-0.0258761917832751
2058,0.00484479256698678,-0.0444529067520433
2059,0.0061077063992976,-0.0705226175258903
2060,0.00583807631053592,-0.0649595397552742
2061,0.00540835320279192,-0.0560902805139349
2062,0.00416056925766471,-0.0303150637947629
2063,0.00443982947619439,-0.0360864786261963
2064,0.014974093921764,-0.252623078804883
2065,0.0120171919108719,-0.192072712236139
2066,0.00677083276491453,-0.084198033121655
2067,0.00658922384226453,-0.0804536795431644
2068,0.00468445001302502,-0.0411406780391248
2069,0.00402541193875228,-0.0275212157957696
2070,0.00456715044478327,-0.0387172606301638
2071,0.00439588519767233,-0.0351783979027256
2072,0.00442717756757941,-0.0358250390268439
2073,0.00547518123977569,-0.057469826379474
2074,0.00447616884569073,-0.0368373785711904
2075,0.00394814621652903,-0.0259238800835092
2076,0.00427845853906568,-0.0327516544718915
2077,0.00582917565570669,-0.0647758735653754
2078,0.00613128826291552,-0.0710090933120078
2079,0.00533838605574284,-0.0546458345156306
2080,0.00668708485286029,-0.0824714304529288
2081,0.00501829213844622,-0.0480363244512747
2082,0.00491485698167856,-0.0459000748711839
2083,0.00620664648049403,-0.0725635987240633
2084,0.0057978402818778,-0.0641292509723044
2085,0.00494654306241066,-0.0465545119805322
2086,0.00488320908933657,-0.0452464057967647
2087,0.00435228427818063,-0.0342773730371302
2088,0.00436800405852741,-0.0346022311041773
2089,0.00438259017754002,-0.0349036568571557
2090,0.00450734339868363,-0.0374815333886613
2091,0.00431942643063441,-0.033598330717746
2092,0.00562817315995107,-0.0606277251353583
2093,0.00760257259912543,-0.101337887893626
2094,0.00586651770571124,-0.0655464207495649
2095,0.00532018179847682,-0.0542699977561497
2096,0.00643569107500467,-0.07728766049933
2097,0.00761321235205485,-0.101557051403251
2098,0.00533348966886783,-0.0545447466269831
2099,0.589277446312593,-9.18614314455352
2100,0.666588427598275,-10.0427514818918
