Time (year),Global yearly mean SAOD at 550nm,Global yearly mean TOA ERF (W/m2)
2015,0.0052210051911353,-0.0332326196793233
2016,0.106815309857528,-2.02972541107655
2017,0.180489920867565,-3.35580177996687
2018,0.0812890738368499,-1.54700881726937
2019,0.0251990136599495,-0.442016533093795
2020,0.00893965620592984,-0.109942398325022
2021,0.00660750886067695,-0.0618673128488634
2022,0.00602471338991478,-0.0498359970361597
2023,0.00870656105371421,-0.105142396307365
2024,0.00602897433159959,-0.0499239859932984
2025,0.0047960791663919,-0.0244489062900675
2026,0.00509538307530398,-0.0306362535565261
2027,0.00737858122979009,-0.0777746730629069
2028,0.0314843643785243,-0.568945748847684
2029,0.027006750644345,-0.478604558309135
2030,0.017474413145667,-0.284925752952438
2031,0.00984906930750843,-0.12865875473046
2032,0.00758425314528213,-0.0820156495077819
2033,0.0050543022227612,-0.0297871210308806
2034,0.0043790443192491,-0.0158246828242429
2035,0.00459207709537985,-0.0202306207927767
2036,0.00533587754554083,-0.035606523555678
2037,0.00459447873586373,-0.0202802861044755
2038,0.00399702653243306,-0.00792145045590721
2039,0.00415232603067766,-0.0111346703601127
2040,0.00613896078580606,-0.0521950897355612
2041,0.00885256191789778,-0.108149043823332
2042,0.00678648935297076,-0.0655608054558129
2043,0.00627159614483402,-0.0549335371414804
2044,0.0467831413710219,-0.874582364021912
2045,0.0620091146647185,-1.17415719676199
2046,0.0269443213137408,-0.47734211072136
2047,0.0111686880238562,-0.155787178133688
2048,0.00640333984622805,-0.0576532154586461
2049,0.00472620507903624,-0.0230041705526106
2050,0.00456772259468825,-0.0197269692020614
2051,0.00460580255333557,-0.0205144581500203
2052,0.00473957154037148,-0.0232805469708044
2053,0.0040865974541113,-0.00977477599974994
2054,0.00389791206526518,-0.00587046447636016
2055,0.00390750719896367,-0.00606902646341345
2056,0.00387536301717791,-0.00540382629323756
2057,0.00534429789272564,-0.035780524190539
2058,0.00637102869408584,-0.0569862266755873
2059,0.00610344101760148,-0.0514616714658679
2060,0.00526850879941191,-0.0342143423834321
2061,0.00452256558700767,-0.0187930888685119
2062,0.00455046440072141,-0.0193700619590292
2063,0.00414625972186221,-0.0110091649333047
2064,0.00686903467285583,-0.0672640115429636
2065,0.00678144223021721,-0.0654566606454317
2066,0.00515410219656838,-0.0318499048001946
2067,0.00451543437676934,-0.0186456063081806
2068,0.00457710117066674,-0.0199209198044456
2069,0.00478367854047959,-0.0241925149257205
2070,0.00535613149771423,-0.0360250549543706
2071,0.00525487868259886,-0.0339326633912295
2072,0.00792026342374283,-0.0889423403858548
2073,0.00798932370274957,-0.0903656966291944
2074,0.00869785386301379,-0.104963072174057
2075,0.0056717606333911,-0.0425461783235201
2076,0.00485613644124995,-0.0256905862586129
2077,0.00698039165491938,-0.0695614828322426
2078,0.00593022800730468,-0.0478847662094328
2079,0.00572229445190275,-0.0435900519701736
2080,0.00496482662270374,-0.0279375585860987
2081,0.00421122264073773,-0.0123531385118434
2082,0.00482934088850625,-0.0251365992881185
2083,0.004792574389588,-0.0243764429712016
2084,0.00419773467046706,-0.0120741022641933
2085,0.00609368995609049,-0.0512603253168475
2086,0.0117349903392269,-0.167418119796747
2087,0.00731504616903896,-0.0764643971001453
2088,0.00536654600017676,-0.036240258851698
2089,0.00494934196200496,-0.0276174562349171
2090,0.00455990368385102,-0.0195652713589935
2091,0.00519941014657315,-0.0327863150978241
2092,0.00512230914377216,-0.031192790767243
2093,0.0105250262039501,-0.142559396067779
2094,0.00708997664217034,-0.0718221453045326
2095,0.00489325346655796,-0.0264579408833009
2096,0.00492807171404017,-0.0271777448558189
2097,0.0045360265679879,-0.0190714763277027
2098,0.023971643335538,-0.417137220412319
2099,0.0216504092917804,-0.370001263193728
2100,0.00964728244035021,-0.124507309387846
