Time (year),Global yearly mean SAOD at 550nm,Global yearly mean TOA ERF (W/m2)
2015,0.00563960995836248,-0.0608637721255916
2016,0.00642148677592353,-0.0769947272449436
2017,0.00583307866155485,-0.0648564128086466
2018,0.00815591292081244,-0.112732805288687
2019,0.0055191635933653,-0.058377713474903
2020,0.00482978420174316,-0.0441428984306084
2021,0.00442686722314434,-0.0358186260141429
2022,0.0047150959509364,-0.0417737784581981
2023,0.00844507249514822,-0.118684950106141
2024,0.053836950310274,-1.03202359349529
2025,0.0740437384872888,-1.4254617784682
2026,0.0316706054691874,-0.591188646506372
2027,0.0127261897197161,-0.206607634524208
2028,0.00694309016486915,-0.0877489517216654
2029,0.00475372537019118,-0.0425717783267358
2030,0.00400258769531819,-0.0270493767229497
2031,0.00419268932502939,-0.0309789648049891
2032,0.00448771602091174,-0.0370759783530217
2033,0.00480822179859644,-0.0436975037105694
2034,0.00444358722202854,-0.0361641282152545
2035,0.00398660156441715,-0.0267188935866088
2036,0.00375142188219148,-0.0218563861463738
2037,0.00388966480956908,-0.0247147956702865
2038,0.00450701861481809,-0.0374748225349535
2039,0.00472500119577612,-0.0419784022334519
2040,0.00519940418788443,-0.0517763052294637
2041,0.0056961837205933,-0.0620313726831067
2042,0.00611114701163204,-0.0705935954381221
2043,0.00620731777713069,-0.0725774458480953
2044,0.00516940812442572,-0.0511569305118485
2045,0.0043534045643737,-0.0343005245478894
2046,0.00443524770431302,-0.0359918010713678
2047,0.00418164812743623,-0.030750752799819
2048,0.0406674299944202,-0.771292696554503
2049,0.0553888201744112,-1.0625220624209
2050,0.0236964604062888,-0.430197035581523
2051,0.00927793769944683,-0.135819274987954
2052,0.00526077532865479,-0.0530434713883789
2053,0.00454700999211414,-0.0383011288525409
2054,0.00427852296097567,-0.0327529858954616
2055,0.0113013352300363,-0.177386719571275
2056,0.0308816743833918,-0.57531792049983
2057,0.0157168298664824,-0.267804442049467
2058,0.00718667848031032,-0.0927692437649011
2059,0.0053750486660694,-0.0554027332154286
2060,0.00479780694849917,-0.043482370296217
2061,0.00430226740734895,-0.0332437124078331
2062,0.00535265915483035,-0.0549405055983924
2063,0.00489678708627693,-0.0455268540739024
2064,0.0605496772607761,-1.1636072122254
2065,0.0857454271793083,-1.64969193006626
2066,0.0361849876069744,-0.681762908055906
2067,0.0132924900367582,-0.218209763663278
2068,0.00696549449868843,-0.088210750301752
2069,0.00455025146258751,-0.0383681030308141
2070,0.00489810029520499,-0.0455539776946333
2071,0.00500154202031017,-0.0476903987228284
2072,0.00424384551239188,-0.0320362860731726
2073,0.00394913814955678,-0.02594438737226
2074,0.00482793411536171,-0.0441046832753363
2075,0.0053973136520289,-0.0558623797666829
2076,0.00734571032687778,-0.0960461891484635
2077,0.0157477937539893,-0.268437092459532
2078,0.0147909099405293,-0.248877103803819
2079,0.00834058963159644,-0.116534443030455
2080,0.00607608860164007,-0.0698703485726319
2081,0.00608168203915855,-0.0699857415911128
2082,0.00485984228310871,-0.0447637645329736
2083,0.00415876863609209,-0.0302778454806589
2084,0.00472170969260083,-0.0419104061778626
2085,0.00528926717690746,-0.0536317329603004
2086,0.0043770186338205,-0.0347885200486668
2087,0.00454279425765655,-0.0382140244330512
2088,0.00499475402260739,-0.0475502104168998
2089,0.00522091324639407,-0.0522204243047246
2090,0.00438638036316174,-0.0349819812597545
2091,0.00421822825778751,-0.0315068228028907
2092,0.00402607866645329,-0.0275349987054303
2093,0.00410630187491304,-0.0291933436548399
2094,0.00398606047689325,-0.0267077075290967
2095,0.00424817910363861,-0.0321258523857384
2096,0.00491537638771158,-0.0459108027325057
2097,0.00581197399847458,-0.0644209104600761
2098,0.0126016219047905,-0.204054658410801
2099,0.0147512110808769,-0.248065201430536
2100,0.0098059698257646,-0.146674956735576
