,base,CH4,NOx,VOC,HC,N2O,temp
historical_best,10.006982070448778,0.00025409931346612126,-0.002518132971722144,0.0016192635337946846,-5.327376396880971e-06,-0.0007226645949754691,-0.040799999999934417
