,clim_gamma,clim_c1,clim_c2,clim_c3,clim_kappa1,clim_kappa2,clim_kappa3,clim_epsilon,clim_sigma_eta,clim_sigma_xi,clim_F_4xCO2,cc_r0,cc_rU,cc_rT,cc_rA,ari_BC,ari_OC,ari_Sulfur,ari_NOx,ari_VOC,ari_NH3,ari_CH4,ari_N2O,ari_Equivalent effective stratospheric chlorine,aci_shape_so2,aci_shape_bc,aci_shape_oc,aci_beta,o3_CH4,o3_N2O,o3_Equivalent effective stratospheric chlorine,o3_CO,o3_VOC,o3_NOx,fscale_CH4,fscale_N2O,fscale_minorGHG,fscale_Stratospheric water vapour,fscale_Land use,fscale_Volcanic,fscale_solar_amplitude,fscale_Light absorbing particles on snow and ice,fscale_CO2,cc_co2_concentration_1750,seed
457519,5.430963185835864,3.3237961376346203,10.794299333928548,86.97233155120328,1.3067082596817363,3.221512161624138,1.4411725155305857,1.4772436609143047,1.1903309282561536,0.658252126523966,7.292492932213348,35.176323444858674,0.0014328249660185,2.1063061429513645,0.0021419628454681,0.0245775809878799,-0.0010746485297563,-0.0022129312264232,-9.14495911543481e-05,-1.4668429940661018e-05,-0.0005774295729905,-2.5353703232555705e-06,-8.234545640392128e-06,-7.97819917553231e-06,0.0476787992794722,4.122690364370348,5.189584260062822e-16,-0.5259580635109484,0.0002484891995658,0.000704290910099,-2.6093938593216277e-05,0.0001049874939638,-0.0001038370936092,0.0019942672196822,1.0016426087555916,1.153833246547033,1.1514454269403238,0.869926019361692,0.9579684928280472,1.1239428729179628,0.9525244445615612,1.6161269920561352,0.9647057795869992,277.5260802733307,183905844
459009,10.256819443080316,3.4203568999718,7.8644304665689,52.92734431542184,1.0393093568229788,2.297577343083714,1.4016369279476042,1.3776548694306168,1.476014704254147,0.5971087335711472,7.774864450016256,34.96789108626097,0.0002331378549737,2.263427293053544,0.0030867305224189,0.0211677505756793,-0.0062001860181415,-0.0028340016062855,-5.615017810198774e-05,-4.353549653665691e-05,-0.0005757966795181,-1.0410088050012178e-06,-3.26206528683459e-05,-6.836134696663857e-06,0.241305384009006,6.401667798463234e-52,2.3576157162327784,-0.8606410760080457,0.0003018441602198,0.0013398516585555,-0.0001677284556966,0.0001787052353652,0.000286800641114,0.0012963033515951,0.625427774189075,1.013616034120439,0.9482676649993346,1.070401331939525,0.6873795045574307,1.1230310195600348,0.7471473549865817,0.7904879869328277,1.0003162935543393,279.4888210364206,184500354
459439,10.640270882985856,5.310762945238617,24.32281309198736,45.5328683531237,1.17219585294286,3.438330063234974,0.566499137336351,1.7365154266219336,1.0850913695643605,0.4775282310650914,8.672174142899053,28.98482420788299,0.007815163997799,7.44687905690973,-0.0035760581378987,0.0338213311789235,-0.0044752819453965,-0.0017967440292295,-6.969189187704792e-05,-7.682328417943069e-06,-0.000540560297067,-2.334344940922884e-06,-1.824144434677592e-05,-6.48233669050888e-06,9.41980805440092e-07,2.398826685987159e-09,4.254476849658421e-06,-5053.36354896744,0.0002531984160076,0.001005878339817,-0.0001836004355103,0.0001044826035955,-0.0002898562416675,0.0011172387554625,0.8154909152205313,1.0127379893319886,0.9240210320394404,1.3021154338250716,1.0490634229344906,0.9987552113197008,1.0074587550868266,0.635213200515849,1.0642472322775804,277.5309823562587,184671924
461543,5.694452803122555,5.036517662236698,19.70455984234796,136.9117665678881,1.581143078120105,1.9790103210211845,1.3840978452061932,1.4943072116904528,0.8099823393275094,0.6667651805636954,9.016475701429115,37.93780665407724,-0.0020951367084243,2.700051472637212,0.0024053896436241,0.0332281525523658,-0.0048333201592931,-0.0017203852020733,-6.766144271291231e-05,-6.208712414946128e-06,-0.0005026979440841,-2.0763195537508443e-06,-4.78001881591728e-05,-6.704457165969344e-06,0.0093095302980212,0.0558394284826045,9.407371271125837e-12,-0.8059770366388873,0.0002025524290325,0.0015331098804692,-6.691051564517166e-05,8.504211862595978e-05,-4.538893157094651e-05,0.0002133024876024,0.9130373097954532,1.0472278352927102,1.2318382026844108,0.7027457109736699,1.1978170443738336,1.119418206757216,1.298311856735045,0.9917008142526612,1.0879775487739392,278.86161443356247,185511420
462115,0.729446360326464,3.953975375174978,17.970925420496336,137.85929131442035,1.0752267586935251,1.757474971884338,0.869540103883984,0.7828259471010129,0.0507679049844099,0.2974111789639863,7.333647655678842,31.953631577242984,0.0055153881507248,-0.1783297081839092,0.0029857903453911,0.0208467253740153,-0.0026891068599413,-0.0029189445558238,-4.950549103042686e-05,9.154822934344235e-06,-0.0005273665044022,4.545120640404664e-08,-2.43563897075474e-05,-6.380119481587185e-06,2.648054912160684e-07,1.2442614830740311e-06,1.1726889484332129e-07,-21100.55080502796,0.0002727024425578,0.0012212571644696,-0.0001294107932474,-1.550230678733149e-05,1.0301907306637e-05,0.0010540259392326,0.9017005320881224,0.8793175766063855,1.0665543033534193,0.1729669836396867,0.9808599123411604,1.064044109369695,0.6293767138795201,1.3987180169750657,0.9675266515576804,278.6117992302859,185739648
462378,24.277505011382125,2.9180583578045245,11.872176798130972,60.31714374559749,1.870813962746116,3.848573852126897,1.159622095606028,1.2591163444451912,2.664496729283006,0.5085206757683131,9.790995630446924,34.89063779259438,0.0009266456375166,3.325052492661869,0.0017801981474996,0.0227686264223254,-0.0024381821315802,-0.0035128841749735,-5.828129065909465e-05,-6.484298938338196e-05,-0.0005868403101264,-6.082510471252984e-07,-3.074879727769984e-05,-7.011349559671222e-06,0.000406423816148,0.0035022646676601,1.446775948594845e-14,-5.754329652833782,0.0002126704080059,0.0009959510595338,-7.368623682255974e-06,0.000190312914718,-0.0002020166023535,0.0003888200338539,1.0850337275656,0.9566849804880916,1.079036906147148,2.377939474611643,1.3730515855092045,1.1710229280455793,0.5274704298521424,0.4590060622608513,1.144508726120708,277.3546018367588,185844585
462417,6.907936488474073,2.96516251228301,10.512094362017669,75.75314280827317,1.437844699362918,3.788283711992426,1.406514813584025,1.5616864683274203,0.826955191983758,0.3373183040316685,7.468825845525903,35.44510177928025,0.0014543179229576,2.49214209958538,0.0013734949575849,0.0360475048105693,-0.0022517750393222,-0.0019970839831177,-7.490699858886414e-05,-2.5888111071038905e-05,-0.0005770518970719,-6.283628139093353e-07,-4.2450647945344285e-05,-8.269493443116367e-06,0.0051843347792875,0.0004906888355561,5.691535613238872e-17,-1.675274230834762,0.000205396338943,0.0011413524861846,-6.300964868325187e-05,1.0892606956471292e-05,8.79573420313763e-05,0.0001392425188379,1.2885287379628394,1.078781966497348,0.9597045755066524,0.7747411067365562,0.6932902683783893,1.0656951522146936,0.8172517193048865,1.0508578778553428,0.9781666939890692,277.7085377820796,185860146
463312,7.135681960010649,4.714906834423878,20.518263154877637,32.24253805217779,1.3235517900511993,2.850117253066485,0.6763023784939297,1.6119040783040923,0.7981047782069676,0.4136666722508953,8.081677501671498,32.0642368858931,0.0041168001184527,3.3530135551704103,0.0011050119760557,0.0149937111445111,-0.0059867717383115,-0.0030624261902632,-2.205924832267172e-05,-1.808411110589139e-05,-0.0005265763224369,-3.9368955782396665e-06,-3.5699921250552764e-05,-6.705707693346064e-06,0.0216592615193005,3.248078339348718e-38,0.0601414348558676,-1.0910245591650092,0.0002128534440495,0.0009382035115732,0.0001028185721288,0.0001164713010505,-6.185738158829455e-05,0.000566767347792,1.1309613078986525,0.8676178950019416,0.9831445187164904,1.3564560116453497,0.973685700426588,1.338671795469477,0.619713508619617,0.2603121709775677,1.0217759954414527,278.94525441558466,186217251
463912,24.00384876399497,2.3875300817852327,13.092734980467135,45.3047701855294,1.9077560761549928,6.506633118319677,0.5839143152042491,1.3629144253196224,2.359465605131387,0.3880573264361963,8.77167637956775,29.60305595828104,0.0074786120514367,1.9603679778855752,0.0019758769479864,0.0156165611759133,-0.0054376556060945,-0.0045707815238035,-6.394578840686952e-05,6.00305989112819e-06,-0.0005094589862895,-9.446782817358588e-07,-2.221384898187153e-05,-6.475848078238271e-06,0.1353576635780711,7.104215574451525e-48,0.9076537527206724,-0.8239684743973373,0.0002569406677279,0.0014405624884387,-1.8855964170928835e-05,0.0001195167577594,9.350630206008834e-05,0.0021597592497234,1.0723891711503108,1.0279880620486683,0.9831833317561224,1.0377698059976983,1.0207512265423813,0.9758373890048426,0.8327832035643501,2.448787489790072,1.0711961402223622,277.97836795085993,186456651
464675,14.618605333311468,3.9168277184757057,17.388682342400486,141.971756956072,1.5702778212767183,2.3579067101357647,0.2763365870782961,1.1798349014098644,1.1501271629438397,0.6670067069886252,8.39880164481569,32.43911154386742,0.0036187377565491,2.188829500854752,0.0032564619693459,0.01497808300942,-0.0052855754452393,-0.0001946338310935,-7.696016857005861e-05,-2.2294375288824733e-05,-0.0005660790195268,-2.188315114089769e-06,-5.922650090366057e-05,-7.344291617964321e-06,0.0278744448869703,1.4840410881463784,3.088503098692468e-17,-1.2040886877007868,0.0002930755639194,0.0016849412642962,-9.476106834563592e-05,0.0001959251368291,-0.0002021279196387,0.0012069720730905,0.9547606974075724,1.0548476928585266,1.1417273109848785,0.9653589329309542,0.5254590603220719,0.8594946427537893,1.0833610491433177,2.4934338800696856,1.044096553908216,277.4546615293387,186761088
466788,8.50300832233614,5.545750262813757,11.298880854290854,42.02321347577854,1.551477712743969,1.8887978823685745,1.510170168457251,1.5991808106256578,0.8641748667626767,0.5154215607751715,8.49074840266231,28.60398125893168,0.0073952058380383,6.240217855049659,-0.002152797908554,0.0291644690890955,-0.0036262910939495,-0.0015959308145167,-6.989222572035934e-05,-2.985994260900576e-05,-0.0005720803949155,-1.77035644153858e-06,-4.931315743281468e-05,-7.031263537750919e-06,0.1782503079011915,2.4232119061335906e-44,0.0627243702920162,-0.4967992542798315,0.0002024434784124,0.0023443152708836,-0.0001105738130678,0.0001674332322006,5.170437214752385e-05,0.001637471278757,1.082000664949056,1.1713772978749415,0.7407439786308331,0.2161340748011541,0.9377473848546432,0.912608333392558,0.6055246076580472,2.618030534741936,1.050580508807157,278.4598142952353,187604175
472763,4.638103661621706,3.375247166920044,9.153858672685368,305.83281864969297,1.8013132185643366,3.33533803868965,0.4484437479534596,0.6585969261751189,0.5879514301068589,0.6701792778258415,8.855864748143459,39.15171559826559,-0.0022710020897336,0.4766267213407686,0.0038779436130897,0.0325195664235693,-0.005581721759303,-0.0033168696700333,-1.7090006207461954e-05,-2.2462678567211247e-05,-0.0004842890989832,-1.1144342396948553e-06,-2.7473486714447966e-05,-8.892391823527653e-06,0.0064174898165623,8.976328049891292,2.127655984206887e-10,-0.7961166697490657,0.0002918772742997,0.0014753575716509,-0.0001096426427225,2.6884050294092694e-05,-0.0001792055494255,0.0012093943926603,0.9425428122640864,0.9654673879257906,1.1598086581333176,1.83352372343564,0.8238640720687268,1.0695118924886475,1.0761198247070811,1.6322657509406668,1.076511251568847,278.08404764405805,189988200
473480,7.372443475877321,3.939102397536334,11.690764104731375,97.56450364271548,0.6523422171880551,3.253100030190415,0.7076536146944038,1.3545720724619137,0.6015929791892745,0.5289300719835843,7.394035116409968,31.92155211100686,0.0064071360803887,5.755704046450379,-0.0024863793784769,0.0216824363195238,-0.0053439693479072,-0.0023900276934496,-9.080911276713892e-05,-1.4629391482340995e-05,-0.0005425938246551,-2.540465729527352e-06,-6.28988527064335e-05,-5.706701342062263e-06,0.0298399092331674,2.9746672874261444,2.1554706985766628e-17,-1.2162018456587451,0.0002087473591985,0.0014356371592539,-6.670533491576601e-06,0.0001161443685126,-7.78072167244323e-05,0.0009130340635234,0.9779132082904328,1.047833517699294,1.0736314195329828,1.480636462840572,1.237071496707223,0.7834821259107059,1.2186738144809586,0.931200711313987,0.972081451793258,278.7510014825708,190274283
473497,19.8273243564891,3.2564043803431324,7.932835250191569,73.53046358125899,1.4892204193627006,4.384820536278905,1.5663894941962644,1.53548824056273,2.3307093397964853,0.4743675292348794,9.231285522253518,37.49628475832251,-0.0015296211800847,-1.3056639066163045,0.0055374892450335,0.0235212613786484,-0.0028504394366797,-0.0013567835913603,-8.042993702643252e-05,1.0776058214391766e-05,-0.0005133215028603,-1.983008925954517e-06,-5.357157894580478e-05,-6.95575482638831e-06,0.0018415266217364,4.2569971932380337e-17,0.0023580980713139,-4.738622915631517,0.0002370010216497,0.0012502213880467,-7.141305863186868e-05,0.0001688748505811,-0.0002157094023085,0.0008260743562816,0.9099006772579664,1.0961151396961857,1.0431665017639942,1.2409799129684784,0.7198289630898013,1.146747599096081,1.1360190853512475,-0.0735310067556921,1.1035203377283478,280.08280488653696,190281066
475213,7.367976851763109,3.131542893892588,11.696830348460557,112.87992563120496,1.169799462420943,2.978694458538088,0.9524348180127056,1.225365761043848,0.9525536426508976,0.4755188293448407,7.560341193721267,36.518344891346935,0.0043304022251115,-0.5493063268465206,0.0005373278018524,0.0276470617694549,-0.0052669520993914,-0.0021828127435009,-5.914590675725037e-05,-2.530936709999608e-06,-0.0005192416008495,-2.5281053719198046e-06,-9.847892405920024e-06,-5.862046699466286e-06,0.0269789061817059,0.0005492399573678,3.8207312006976626e-17,-0.8609573498779733,0.0002328192392559,0.0006867559642455,-4.0617854561086425e-06,0.0002758748888051,0.0001331141868719,0.001177745352231,0.9890385190711593,1.174130645445214,0.9521224006519512,0.6147408573381892,1.0151676421570095,1.033901061419612,1.248403407274104,0.5287194084514966,0.9848579087520564,276.64267923442884,190965750
475406,11.032197661200764,2.6833573378716893,16.521947684796253,55.98290579536313,0.9473504439013708,2.474865944614571,0.6141865162891783,1.0765880746073353,1.3338817790375443,0.4973178885617264,7.932990586671243,32.735815090759715,0.0046159333936955,3.9756613084846495,0.0003795501761525,0.0368448985649821,-0.0027564140437314,-0.0026932477181435,-7.53006354104554e-05,-2.9597757896362373e-05,-0.0005343523102667,-3.903843468689052e-06,-3.54564783626863e-05,-7.22870724096636e-06,0.0009937378193939,2.677222065827195,7.407847366421966e-15,-1.1743880073418094,0.0002337295586149,0.0009725834149905,-8.629233227367897e-05,-1.4172816250826735e-06,0.0002010512535735,0.0010246950258647,0.922926979554642,1.038301317430046,1.1775387664263213,1.3024734083696232,1.0434661107995122,1.086642343019787,1.2704759243665311,1.229141761266559,1.0115765606774378,276.9375093287583,191042757
475439,9.979517546795384,3.6645286955370655,8.50503570088424,54.629646943821136,1.5797612285451863,2.5744457602108213,0.9489971457558954,1.3015671825440775,1.09994249785582,0.4233121416821767,6.283547026080194,37.3764701948091,-0.0009559947686114,2.0720171087488244,0.003523973924063,0.0243136975271343,-0.0027111219400098,-0.0012451600139346,-5.584169283047167e-05,-7.105880383802981e-06,-0.0004653176774309,-2.633634869339458e-06,-2.2147749910473315e-05,-7.137188514279603e-06,0.0246771083174764,4.5443008236667895e-38,0.0402634865565722,-0.9684156161622572,0.0002136979562313,0.0011396789552509,-5.242357101424252e-06,0.0001165785524223,9.06566500885813e-05,0.0009458767731645,0.8030485027697499,1.035703046215969,0.8948567429702728,1.9419388934737367,0.6736994944662762,1.2592485998577316,1.307055148263124,1.83696937015476,0.8877445395643162,276.23564196526326,191055924
477327,12.19650900020246,3.370708126589572,15.463672594546171,34.63440663459129,1.1610739290549676,3.1518987833175696,1.0015097715316292,1.5388227605675069,1.5930725135472483,0.3763970690342316,7.307548079136171,31.32211603747221,0.0046029854694291,1.0018293011255022,0.0040798708811274,0.0157422613568481,-0.0027425854713692,-0.0018252089881567,-8.233861849966676e-05,-2.4309705154709625e-05,-0.0005231369912218,-5.000726865158563e-06,-3.712329470714945e-05,-7.229984578506383e-06,0.074573345285075,8.5238021303199e-40,3.208849366009189e-13,-0.4243791774442431,0.0002205482784528,0.0009741026887369,-9.144982634406308e-05,6.0965408307432674e-05,0.0003502317193751,0.0011861623904603,0.8217764648120598,1.107326830426254,1.25344320659243,1.6667544419472806,0.944723441570662,1.0744230542923832,1.3957276220359858,0.4501821738853214,0.965663626798374,278.28115179377727,191809236
477405,3.3885794298313963,5.407201011838478,22.472544231134425,151.37545151528823,1.4823732942591237,2.136330294455071,0.8005181859999363,1.033583877181459,0.2859636203093213,0.3537950923526055,7.29897032637145,35.260351705962115,0.0025619970576772,1.962796235534981,0.0017370346176116,0.0230184372363755,-0.0023794945396237,-0.0048164691741598,-6.727483275584558e-05,-2.86987521500784e-05,-0.0006504428320116,-2.1123333778809955e-06,-3.93259822585198e-05,-7.103142368945764e-06,0.0059928809754735,0.1333006167469706,8.998582533198071e-11,-1.352899768940531,0.0002777567735636,0.0014031569366102,2.8291868026300487e-05,0.000172906873526,0.0001786935323344,0.0013313025724931,0.9747498288444258,0.919290107291158,0.8453476376380309,1.7432587777986654,1.1679322225364093,0.9349439379191332,1.2189440694028582,0.8418700854159096,0.965064417743884,276.96499191707926,191840358
477549,10.891282772380665,3.5998597468329896,12.151647762123078,152.19673983919117,1.5323101566748552,1.8990419019324447,1.2785653896692857,1.0180326478926882,1.7709659159623417,0.5066332123286053,8.570796878681149,38.41563784223564,-0.0024843182135729,1.4988180740941748,0.0036230003150091,0.0434550564975702,-0.0051739482498431,-0.0026263507006271,-8.198334765547615e-05,-3.265249620753952e-05,-0.0005625124311292,-1.7839553656421617e-06,-3.928449766853008e-05,-8.103036505854553e-06,0.0016022645509278,0.0045808353650321,8.601706761298018e-16,-4.330635277754376,0.0002588486657187,0.0011280113713054,-0.0001458188382459,0.0001063182099093,6.997196337792816e-05,0.000566458573645,1.1665474719001585,1.0449062253997754,0.994952759125431,1.3329873287263023,1.0833053504738186,0.9645755058376404,0.4409817130494663,1.5127849406049116,1.0567586988057995,277.8262881276747,191897814
478338,16.736890700482846,2.8471230006891384,7.506974728275835,26.85668429658337,2.104049795485401,5.017861144373805,1.9246647347049173,1.403597025807109,1.982179469729612,0.3306340419400063,9.90841973362566,38.7104585974211,-0.0017198641683277,0.0149034983130952,0.004690905575485,0.0325780229975709,-0.0017032086102526,-0.0031935412128121,-7.455977387650043e-05,-2.052828920880917e-05,-0.0005239391077803,-3.580971610627008e-06,-6.807733825793863e-05,-5.4248693692912215e-06,0.0090256743760987,1.509022453645604e-12,0.0386707448001495,-0.3939772089332625,0.0002128668508424,0.0013535824803214,-0.0001882219121867,0.00011024916399,0.0001868397775464,0.0008225964262189,0.9066896301916476,0.9409717160361064,1.0440291936299926,1.4479754386184298,1.0610623647948385,1.227250769250527,1.0018496483168946,2.018391433118073,1.1540068447713168,277.34171083151705,192212625
480204,5.675379155142421,5.866415309138871,16.79560833684215,138.8875929395454,1.4042834587431912,1.5829334363188825,2.075669863234397,1.3778380563823578,0.8940040939757189,0.5718982971643951,7.042279006133302,31.27281855805383,0.0041986158671513,4.507143791253241,0.0002382675237215,0.0161018611368507,-0.0047512238880914,-0.0018191674799196,-4.9456780436469216e-05,-1.1392152466494872e-05,-0.0005424368538632,-3.000990702412691e-06,-5.502361073201502e-06,-7.962688161805014e-06,0.0069616341741889,0.0226658830290861,0.0329366273506094,-1.6508483847124376,0.0002153699162584,0.0016463910256465,-1.97344110577538e-05,0.0002519720020196,0.0001154732874162,0.0026164511866028,1.0554823038452663,0.8905876859961535,1.014631704768984,0.970498961939028,0.7040954740586254,1.1022357953687272,0.7962201607776608,0.0134912689431857,0.9445194363064408,279.9051838725886,192957159
489741,23.20242726725173,3.122797527860837,8.779016553964723,46.97079529857409,0.6305165070883221,4.762211249949901,0.4335530632423359,1.6116835903917914,1.2840052947867475,0.5109122416323999,7.468261131556574,32.659887299982685,0.0039852298774571,1.0047906563931277,0.0038371785054906,0.0344356989247883,-0.0057094720503384,-0.0033735358543346,-6.628750720709262e-05,-4.752325776678224e-05,-0.0005583452774933,-2.3770312829700743e-06,-3.365412404965688e-05,-8.032409562222533e-06,0.0049401381712971,220.7415831481504,1.0034614492002156e-10,-1.3531246262890666,0.0001570984452824,0.0012891402843339,-1.913571034915333e-05,0.000183431150206,1.4790122952854895e-05,0.0010893729017609,0.9559518828163852,0.9490419912401816,0.8452373797976093,1.8781562753328425,0.3271669123908638,0.9189573952170508,0.9499669510326711,1.353842744404357,0.9781256735164452,276.7021535757959,196762422
489992,7.159966108251323,4.411861284147793,11.19975662020195,133.5131803007415,1.760209048171705,2.296316852298939,0.8380651760015166,1.177614312416284,0.5605768721676931,0.3580750710856884,7.929557920185865,36.02825853591902,0.0003711287800325,3.058828942010005,0.0031496132946729,0.0245290607733897,-0.0079264137867426,-0.0004755471966191,-6.927023864757839e-05,-7.312947713365415e-06,-0.0005032387715536,-2.16170128824399e-06,-3.822885157221161e-05,-6.560398351120187e-06,0.0014459877860333,1546.4442970143962,6.476742120637462e-17,-0.6408800395528246,0.0002028482353937,0.0014595745019225,6.996929718064914e-05,3.134824840790243e-05,9.625015637431817e-05,-3.064224424635404e-05,1.168911529052373,0.9885126270104876,1.118729108799526,0.9597963352161404,0.1679571783940483,0.6445205646723812,0.8620948666575593,0.8559499756927121,1.0113893956655389,274.350916209348,196862571
498706,5.927460383137851,5.411556139123845,11.339550526012356,153.75174458154106,0.8859096133559019,2.486357283465516,1.759958027537769,1.10558580095916,0.5980717868863058,0.6685513948806646,7.3165309806029954,40.751938003130086,-0.0062371556114102,-0.456333873236909,0.0062159604701808,0.0093646626747218,-0.0030895483288725,-0.0017143750352789,-5.741242124513534e-05,5.851271579691812e-06,-0.0006013031594932,-2.024615555927016e-06,-5.292607797186566e-05,-7.26406519025741e-06,0.0002205918015732,2.2052807693544518e-69,0.0004024156554761,-26.135855287734856,0.0002565284248182,0.0010598671488633,-9.904123206917474e-05,-5.170201327835204e-05,-0.0004593711124415,0.0008529076557314,0.884405870400383,1.0744651254352786,0.9349485194628822,0.1971091592915874,0.8093004914417836,1.022297267248059,0.8649532466335251,1.0602405362354,0.9663602043641476,281.0096079429468,200339457
500927,10.29302058463018,5.031539236959112,24.26016665011401,108.36794019952508,1.476740091269073,1.04313671959251,1.304095255860476,1.300761122589742,1.022205233866961,0.3817005525594242,7.781695314834704,31.191409423592194,0.0069913811183026,1.406764739909659,0.0003238535700063,0.0310641546776647,-0.0049523666116467,-0.002014851095734,-7.552971865628027e-05,-4.315608082513129e-05,-0.000579788065092,-2.998697682133352e-06,-9.360468380487652e-07,-7.848575584497677e-06,0.0414825110001257,3.4316456470825012e-37,7.782738152748259e-13,-0.5059761592202874,0.0002423763396999,0.0015234650440978,-5.676195537537976e-05,0.0002017469570953,-0.0003906924417217,0.0012176026016509,0.9389845799897958,1.0906036736803033,1.0602863128662965,1.7928213089810838,0.5343504740237508,1.2070233254654132,1.075083780253077,1.4533497862303493,1.0007712313555674,278.3978262759334,201225636
502531,9.895762196517063,3.0627677315012254,18.188512578831112,73.09923526315633,0.9336971034634288,1.7161807265783446,0.8713517851659771,0.9934610857075452,0.9626295251892598,0.4254590110382872,6.977205006462474,35.2693664411687,0.0018374864330608,1.3207158937541583,0.0026301413527485,0.0150378568164042,-0.0046433128094837,-0.0044434848845782,-4.398954431001323e-05,-3.659074824678022e-05,-0.0005431137277721,-4.650105184398017e-06,-3.267282650394693e-05,-6.871672261231096e-06,0.0172587311510536,160.34893339521545,1.4022272439656e-11,-0.8056330119645709,0.0002453266656217,0.0019449720437219,-4.603158843310607e-05,3.956756739353062e-05,-0.0001038486480746,-3.56233908249588e-05,1.0487171738141494,1.0694137961116037,1.018928600850878,0.9887032911684512,1.022990336080215,1.051837562478025,1.3926946324940248,1.130808910128274,0.9393279987343494,278.5489060333215,201865632
502728,3.279272284197377,6.201248436278336,21.20397949294701,57.412611506924776,0.8911572204159652,1.9629374105452544,0.9275563708057736,1.4849536253652753,0.009560065381107,0.2022648189945455,7.165445114462616,31.38456195464225,0.0058729748232866,3.453967072783005,-0.0005890366315861,-0.001271655827518,-0.0068523979179197,-0.0027682454455921,-5.795268334467116e-05,-2.3376439817749536e-05,-0.0005930145204659,-3.2648074187208133e-06,-5.0705718885744095e-05,-6.380521606747713e-06,0.0043338772824679,3.086061092686692,1.8241056163068343e-16,-1.336314611703144,0.0002996845844927,0.0007616012043638,-8.272257067037199e-05,0.0001376510633986,0.0001589235634481,0.0017474294314587,1.2284925078790896,1.119332459104912,1.1059458427780584,0.8104959166679329,1.205161794473382,1.065932018313688,0.6986643590070535,2.293011378327252,0.9543965069668888,280.5397526094612,201944235
508459,4.726025571541403,1.8923173740661448,12.256716296889044,83.87315590098191,0.9859736580042356,3.231239033486322,0.5586511098502557,1.3494302028634422,0.7457546339356522,0.3376423836389617,6.580517805217214,32.689344420150185,0.001989356425884,5.360508688261664,0.0010588118375886,0.0103329307687914,-0.0034347537238052,-0.0040661997732105,-5.9847520617221566e-05,-9.09702926262496e-06,-0.0005289404342596,-1.934101918860334e-06,-2.890739757283243e-05,-7.67725941585009e-06,0.1412941618114466,8.705784068383513e-49,6.194880243325281,-1.2654115182125043,0.000220928165387,0.0012971239104573,-6.96072558033898e-05,7.511257964742715e-05,0.0001241787601397,0.0015299478818142,0.9077325312086976,0.9535519314276706,1.098700590900726,1.3525826075847538,0.4559948601490442,1.1942605261897945,1.219120449993403,1.3969444413281922,0.9093348399202972,277.6724518370995,204230904
511185,6.466788188853685,4.385135796706565,12.05006795805573,108.2386028939839,1.510542825446488,0.985659140881759,1.3180488397284011,1.1819222473768305,1.3513383301891306,0.4236709766084712,7.396931208007347,33.258978935983414,0.0038404877129357,4.1675755218225055,0.0005985536432206,0.0224794239736478,-0.0052160938733757,-0.0063067090139768,-6.189953456772401e-05,2.6061421328670283e-06,-0.0005442621006,-3.4612416813903864e-06,-2.6037660168621627e-05,-7.896935005610356e-06,0.0021546382940755,0.4878592005887178,1.2631414090042024e-17,-0.5125850038468246,0.0002098108321826,0.0011522240757836,-3.495754440006333e-05,0.0001496672986151,-0.000295707173782,0.0011578824951265,1.0144972993084296,0.95098547796075,1.0659592581083424,1.569289707587363,0.5727733134764892,0.888114187135683,1.1599348616603156,0.5143661018186653,0.972367637187778,275.1694029837136,205318578
513763,25.12039235495863,2.9729669466503608,9.923517013508812,76.83077783794825,1.8961919992870453,2.792758413257644,1.1617455614806458,0.9688007405509502,2.2855278532505467,0.4171092998295111,7.721945050250108,24.918345392752645,0.0099823268574113,3.2623504185606653,0.0015253048673745,0.0040524567645763,-0.002707101488261,-0.0045229020673701,-7.758928773581104e-05,3.490928945513951e-05,-0.0004925977686042,-1.7873072225686958e-06,-2.063730174446321e-05,-6.549623502565664e-06,0.0070550027476829,0.0031131225464797,0.0305637247326249,-0.720764408553448,0.000222767573078,0.0016619623625736,2.329552302427004e-05,6.603345549370673e-05,0.0002739344254381,0.0014668579575655,1.0858178122115074,0.9281825618577302,0.9788404666499322,0.6298022030161594,1.359638463582807,1.033760176672477,0.6317615896054054,0.8435815159084905,0.9968703049291752,281.3510340850093,206347200
520677,11.499936977886168,4.892912392693327,12.007975055481545,86.35303923943471,1.383394809290086,1.2911695795748312,1.623324985794768,1.1967817541301786,1.180884570498134,0.5048109411822097,8.261791534813264,30.11768941328233,0.0056391786549723,3.784487917495471,0.0007846480329123,0.0136877279137522,-0.001270665080965,-0.0014329093103296,-5.766565400748001e-05,-2.891227021305451e-05,-0.0005896403886334,-3.161670747899668e-06,-1.0399488030907165e-05,-6.962764317287706e-06,0.0006841775672048,2.18078884196656,1.1094465434280039e-13,-0.8470213390033933,0.0001857013859752,0.0011292918377843,-0.0001305475259175,8.796503152513157e-05,8.108785462684844e-06,0.0009761965031491,0.9710246401766484,0.9008192022201484,1.1794978377310203,1.092598445688538,0.7654043554547814,0.910589964278641,0.7784053057224264,1.5299165070871426,1.03375123041691,279.5228497490586,209105886
